theta_t,q_t,q_g,q_total,green_share,purchase_price,profit_t,profit_g,profit_r,utility_t,risk_sd
27.6,0.4370993256181834,0.9271501123969694,1.3642494380151529,0.6796045404613694,3.135750561984847,1.0840507252666103,2.4063219927531394,2.600801248132237,0.7808451382031435,0.10481273623092073
27.8,0.4358474118965589,0.9273587646839069,1.3632061765804657,0.680277701653421,3.1367938234195343,1.0822190199051227,2.4074828353081856,2.5974341681573647,0.7785632180237223,0.104512537866389
28.0,0.4346026490066226,0.9275662251655629,1.3621688741721854,0.6809480401093893,3.1378311258278146,1.080390525634841,2.4086373062036754,2.5940884788496117,0.7762945909718875,0.1042140542110587
28.200000000000003,0.4333649758553799,0.9277725040241034,1.3611374798794833,0.6816155735468025,3.138862520120517,1.0785652767981837,2.4097854576694644,2.5907639790724124,0.7740391412717593,0.10391727061534432
28.400000000000002,0.4321343320437896,0.9279776113260351,1.3601119433698248,0.6822803195352215,3.1398880566301752,1.076743306647755,2.410927341367122,2.5874604701821537,0.7717967544875427,0.10362217259606459
28.6,0.4309106578569377,0.9281815570238438,1.3590922148807816,0.6829422954977805,3.1409077851192184,1.0749246473716514,2.4120630083976202,2.5841777559899395,0.769567317504199,0.10332874583408617
28.8,0.42969389425437876,0.9283843509576035,1.3580782452119822,0.6836015187127102,3.141921754788018,1.0731093301181749,2.4131925093089124,2.580915642724048,0.767350718508454,0.10303697617200759
29.0,0.42848398286064066,0.9285860028565599,1.3570699857172006,0.6842580063148399,3.1429300142827996,1.0712973850199674,2.4143158941033693,2.577673938993083,0.765146846970131,0.10274684961188237
29.200000000000003,0.4272808659558883,0.9287865223406853,1.3560673882965735,0.6849117752970832,3.1439326117034265,1.0694888412175771,2.415433212245113,2.5744524557497765,0.7629555936238059,0.10245835231298028
29.400000000000002,0.4260844864667451,0.9289859189222092,1.3550704053889544,0.6855628425119037,3.1449295946110456,1.0676837268824715,2.4165445126672243,2.571251006255462,0.7607768504507731,0.1021714705895864
29.6,0.4248947879572677,0.929184202007122,1.3540789899643897,0.6862112246727632,3.14592101003561,1.0658820692395168,2.417649843778837,2.5680694060451765,0.7586105106613228,0.1018861909088369
29.8,0.42371171462007184,0.9293813808966547,1.3530930955167264,0.6868569383555516,3.1469069044832736,1.0640838945889286,2.4187492534721184,2.5649074728934003,0.7564564686773159,0.10160249988859116
30.0,0.4225352112676057,0.9295774647887324,1.352112676056338,0.6875,3.147887323943662,1.0622892283277128,2.4198427891291403,2.5617650267804004,0.7543146201150566,0.10132038429533914
30.200000000000003,0.4213652233235684,0.9297724627794053,1.3511376861029736,0.6881404259110755,3.1488623138970264,1.0604980949706078,2.4209304976286425,2.5586418898591843,0.7521848617684546,0.10103983104214366
30.400000000000002,0.42020169681447095,0.9299663838642548,1.3501680806787257,0.6887782322603593,3.149831919321274,1.0587105181705403,2.422012425352676,2.555537886423037,0.7500670915924708,0.10076082718661668
30.6,0.41904457836133613,0.9301592369397773,1.3492038153011134,0.6894134350874079,3.1507961846988866,1.0569265207386065,2.4230886181931663,2.552452842873638,0.7479612086868408,0.10048335992892914
30.8,0.4178938151715355,0.9303510308047441,1.3482448459762797,0.6900460503010981,3.1517551540237205,1.055146124663591,2.424159121558349,2.549386587689742,0.7458671132800723,0.10020741660985345
31.0,0.41674935503076005,0.9305417741615399,1.3472911291923,0.6906760936809545,3.1527088708077002,1.0533693511310331,2.42522398037912,2.5463389513964128,0.7437847067137098,0.09993298470883816
31.200000000000003,0.41561114629512347,0.9307314756174794,1.346342621912603,0.6913035808784618,3.153657378087397,1.0515962205418568,2.4262832391152713,2.5433097665348035,0.7417138914268615,0.09966005184211436
31.400000000000002,0.4144791378833932,0.9309201436861011,1.3453992815694944,0.691928527418361,3.1546007184305056,1.0498267525305676,2.427336941761653,2.5402988676324587,0.739654570940985,0.0993886057608328
31.6,0.41335327926934884,0.9311077867884419,1.3444610660577907,0.6925509486999297,3.1555389339422093,1.048060965983031,2.4283851318542116,2.5373060911741465,0.7376066498449209,0.09911863434923145
31.8,0.41223352047426487,0.9312944132542892,1.343527933728554,0.6931708599982468,3.156472066271446,1.046298879053846,2.4294278524759525,2.534331275573195,0.7355700337801807,0.09885012562283294
32.0,0.4111198120595145,0.9314800313234143,1.3425998433829287,0.6937882764654418,3.1574001566170713,1.0445405091833162,2.4304651462628066,2.531374261143329,0.7335446294264714,0.09858306772667101
32.2,0.41001210511929403,0.9316646491467844,1.3416767542660784,0.6944032131319305,3.1583232457339214,1.042785873114034,2.4314970554094026,2.528434890070998,0.7315303444874608,0.09831744893354594
32.4,0.4089103512734637,0.931848274787756,1.3407586260612196,0.6950156849076333,3.15924137393878,1.0410349869070854,2.432523621674752,2.5255130063881794,0.729527087676777,0.09805325764230773
32.6,0.4078145026605042,0.9320309162232493,1.3398454188837534,0.6956257065831811,3.1601545811162466,1.0392878659578846,2.433544886387849,2.522608455945657,0.7275347687042353,0.09779048237616723
32.800000000000004,0.4067245119305856,0.9322125813449024,1.338937093275488,0.6962332928311057,3.1610629067245117,1.0375445250116457,2.434560890453179,2.519721086386757,0.7255532982622893,0.09752911178103413
33.0,0.40564033223874835,0.9323932779602087,1.338033610198957,0.6968384582070161,3.161966389801043,1.0358049781785075,2.435571674356148,2.5168507471215325,0.7235825880127063,0.0972691346238817
33.2,0.4045619172381906,0.9325730137936349,1.3371349310318255,0.6974412171507608,3.1628650689681743,1.0340692389483057,2.436577278168429,2.5139972893013973,0.7216225505734537,0.0970105397911373
33.4,0.40348922107366564,0.9327517964877224,1.3362410175613881,0.6980415839875765,3.163758982438612,1.0323373202050183,2.4375777415532207,2.5111605657941882,0.7196730995058009,0.09675331628709902
33.6,0.4024221983749808,0.9329296336041699,1.3353518319791506,0.6986395729292234,3.1646481680208494,1.0306092342408772,2.4385731037704317,2.508340431159649,0.7177341493016293,0.09649745323237686
33.800000000000004,0.401360804250602,0.9331065326248996,1.3344673368755016,0.6992351980751053,3.165532663124498,1.0288849927701635,2.439563403681789,2.5055367416253445,0.7158056153709444,0.09624293986235913
34.0,0.40030499428135724,0.9332825009531072,1.3335874952344644,0.6998284734133791,3.1664125047655354,1.0271646069426894,2.44054867975586,2.502749355062965,0.7138874140295914,0.09598976552570254
34.2,0.3992547245142401,0.9334575459142933,1.3327122704285335,0.7004194128220491,3.1672877295714663,1.025448087356976,2.4415289700730054,2.4999781309650433,0.711979462487165,0.09573791968284641
34.4,0.3982099514563107,0.9336316747572816,1.3318416262135924,0.7010080300700495,3.1681583737864076,1.0237354440731337,2.4425043123302594,2.497222930422063,0.7100816788351134,0.09548739190455013
34.6,0.39717063206869163,0.9338048946552181,1.3309755267239098,0.7015943388183136,3.16902447327609,1.0220266866254513,2.4434747438461284,2.494483616099944,0.7081939820350306,0.09523817187045344
34.800000000000004,0.396136723760658,0.933977212706557,1.330113936467215,0.7021783526208305,3.1698860635327852,1.0203218240347047,2.4444403015653284,2.4917600522179177,0.7063162919071371,0.09499024936765932
