scenario,risk_bearing_actor,risk_aversion,expected_profit,profit_standard_deviation
C,Thermal plant,15.600000000000001,1.1976240241931975,0.1266377401538667
C,Thermal plant,15.8,1.1957250001614776,0.12619976691590284
C,Thermal plant,16.0,1.193823658858624,0.1257648126742846
C,Thermal plant,16.2,1.1919201823774292,0.1253328463208312
C,Thermal plant,16.400000000000002,1.1900147481586605,0.12490383717328987
C,Thermal plant,16.6,1.1881075291071004,0.12447775496807126
C,Thermal plant,16.8,1.1861986937044784,0.12405456985313251
C,Thermal plant,17.0,1.1842884061193795,0.12363425238100552
C,Thermal plant,17.2,1.1823768263142198,0.12321677350196622
C,Thermal plant,17.400000000000002,1.1804641101493747,0.12280210455734172
C,Thermal plant,17.6,1.1785504094845423,0.12239021727295245
C,Thermal plant,17.8,1.1766358722774242,0.12198108375268532
C,Thermal plant,18.0,1.1747206426797976,0.12157467647219593
C,Thermal plant,18.2,1.1728048611310569,0.12117096827273582
C,Thermal plant,18.400000000000002,1.170888664449299,0.12076993235510253
C,Thermal plant,18.6,1.168972185920019,0.1203715422737093
C,Thermal plant,18.8,1.1670555553824855,0.11997577193077183
C,Thermal plant,19.0,1.1651388993138654,0.11958259557060924
C,Thermal plant,19.200000000000003,1.1632223409111582,0.11919198777405687
C,Thermal plant,19.400000000000002,1.1613060001710056,0.11880392345298815
C,Thermal plant,19.6,1.15938999396743,0.11841837784494298
C,Thermal plant,19.8,1.1574744361275693,0.11803532650786076
C,Thermal plant,20.0,1.1555594375054592,0.11765474531491485
C,Thermal plant,20.200000000000003,1.1536451060539166,0.117276610449447
C,Thermal plant,20.400000000000002,1.151731546894582,0.11690089839999895
C,Thermal plant,20.6,1.1498188623861674,0.11652758595543933
C,Thermal plant,20.8,1.1479071521909627,0.11615665020018351
C,Thermal plant,21.0,1.1459965133396506,0.11578806850950459
C,Thermal plant,21.200000000000003,1.1440870402944707,0.11542181854493341
C,Thermal plant,21.400000000000002,1.142178825010785,0.11505787824974534
C,Thermal plant,21.6,1.1402719569970845,0.11469622584453251
C,Thermal plant,21.8,1.1383665233734839,0.11433683982285898
C,Thermal plant,22.0,1.1364626089287395,0.11397969894699765
C,Thermal plant,22.200000000000003,1.1345602961758392,0.11362478224374646
C,Thermal plant,22.400000000000002,1.1326596654061953,0.1132720690003229
C,Thermal plant,22.6,1.1307607947424831,0.11292153876033446
C,Thermal plant,22.8,1.1288637601901605,0.11257317131982374
C,Thermal plant,23.0,1.1269686356877053,0.11222694672338657
C,Thermal plant,23.200000000000003,1.125075493155603,0.1118828452603616
C,Thermal plant,23.400000000000002,1.1231844025441213,0.11154084746108969
C,Thermal plant,23.6,1.1212954318798993,0.11120093409324164
C,Thermal plant,23.8,1.1194086473113904,0.1108630861582131
C,Thermal plant,24.0,1.1175241131531823,0.1105272848875846
C,Thermal plant,24.200000000000003,1.11564189192923,0.11019351173964628
C,Thermal plant,24.400000000000002,1.1137620444150222,0.10986174839598471
C,Thermal plant,24.6,1.111884629678725,0.10953197675813188
C,Thermal plant,24.8,1.1100097051213087,0.10920417894427384
C,Thermal plant,25.0,1.1081373265157048,0.10887833728601849
C,Thermal plant,25.200000000000003,1.106267548045006,0.10855443432522108
C,Thermal plant,25.400000000000002,1.1044004223397375,0.10823245281086609
C,Thermal plant,25.6,1.102536000514227,0.10791237569600452
C,Thermal plant,25.8,1.100674332202094,0.10759418613474542
C,Thermal plant,26.0,1.098815465590881,0.10727786747930028
C,Thermal plant,26.200000000000003,1.0969594474558513,0.10696340327707962
C,Thermal plant,26.400000000000002,1.0951063231929723,0.10665077726784046
C,Thermal plant,26.6,1.0932561368511078,0.10633997338088345
C,Thermal plant,26.8,1.0914089311634405,0.10603097573229922
C,Thermal plant,27.0,1.0895647475781387,0.10572376862226232
C,Thermal plant,27.200000000000003,1.0877236262882948,0.10541833653237219
C,Thermal plant,27.400000000000002,1.0858856062611473,0.10511466412304002
C,Thermal plant,27.6,1.0840507252666103,0.10481273623092073
C,Thermal plant,27.8,1.0822190199051227,0.104512537866389
C,Thermal plant,28.0,1.080390525634841,0.1042140542110587
C,Thermal plant,28.200000000000003,1.0785652767981837,0.10391727061534432
C,Thermal plant,28.400000000000002,1.076743306647755,0.10362217259606459
C,Thermal plant,28.6,1.0749246473716514,0.10332874583408617
C,Thermal plant,28.8,1.0731093301181749,0.10303697617200759
C,Thermal plant,29.0,1.0712973850199674,0.10274684961188237
C,Thermal plant,29.200000000000003,1.0694888412175771,0.10245835231298028
C,Thermal plant,29.400000000000002,1.0676837268824715,0.1021714705895864
C,Thermal plant,29.6,1.0658820692395168,0.1018861909088369
C,Thermal plant,29.8,1.0640838945889286,0.10160249988859116
C,Thermal plant,30.0,1.0622892283277128,0.10132038429533914
C,Thermal plant,30.200000000000003,1.0604980949706078,0.10103983104214366
C,Thermal plant,30.400000000000002,1.0587105181705403,0.10076082718661668
C,Thermal plant,30.6,1.0569265207386065,0.10048335992892914
C,Thermal plant,30.8,1.055146124663591,0.10020741660985345
C,Thermal plant,31.0,1.0533693511310331,0.09993298470883816
C,Thermal plant,31.200000000000003,1.0515962205418568,0.09966005184211436
C,Thermal plant,31.400000000000002,1.0498267525305676,0.0993886057608328
C,Thermal plant,31.6,1.048060965983031,0.09911863434923145
C,Thermal plant,31.8,1.046298879053846,0.09885012562283294
C,Thermal plant,32.0,1.0445405091833162,0.09858306772667101
C,Thermal plant,32.2,1.042785873114034,0.09831744893354594
C,Thermal plant,32.4,1.0410349869070854,0.09805325764230773
C,Thermal plant,32.6,1.0392878659578846,0.09779048237616723
C,Thermal plant,32.800000000000004,1.0375445250116457,0.09752911178103413
C,Thermal plant,33.0,1.0358049781785075,0.0972691346238817
C,Thermal plant,33.2,1.0340692389483057,0.0970105397911373
C,Thermal plant,33.4,1.0323373202050183,0.09675331628709902
C,Thermal plant,33.6,1.0306092342408772,0.09649745323237686
C,Thermal plant,33.800000000000004,1.0288849927701635,0.09624293986235913
C,Thermal plant,34.0,1.0271646069426894,0.09598976552570254
C,Thermal plant,34.2,1.025448087356976,0.09573791968284641
C,Thermal plant,34.4,1.0237354440731337,0.09548739190455013
C,Thermal plant,34.6,1.0220266866254513,0.09523817187045344
C,Thermal plant,34.800000000000004,1.0203218240347047,0.09499024936765932
C,Thermal plant,35.0,1.0186208648201855,0.09474361428933878
C,Thermal plant,35.2,1.0169238170114616,0.09449825663335751
C,Thermal plant,35.4,1.0152306881598747,0.0942541665009238
C,Thermal plant,35.6,1.0135414853497775,0.09401133409525718
C,Thermal plant,35.800000000000004,1.0118562152095225,0.09376974972027773
C,Thermal plant,36.0,1.0101748839222042,0.09352940377931566
C,Thermal plant,36.2,1.0084974972361607,0.09329028677384037
C,Thermal plant,36.4,1.006824060475243,0.09305238930220924
C,Thermal plant,36.6,1.005154578548854,0.09281570205843542
C,Thermal plant,36.800000000000004,1.0034890559617653,0.09258021583097432
C,Thermal plant,37.0,1.001827496823715,0.09234592150152862
C,Thermal plant,37.2,1.0001699048587935,0.09211281004387128
C,Thermal plant,37.4,0.99851628341462,0.0918808725226865
C,Thermal plant,37.6,0.996866635471317,0.09165010009242783
C,Thermal plant,37.800000000000004,0.9952209636502856,0.09142048399619393
C,Thermal plant,38.0,0.9935792702227868,0.0911920155646207
C,Thermal plant,38.2,0.9919415571183317,0.09096468621479019
C,Thermal plant,38.400000000000006,0.9903078259328915,0.09073848744915587
C,Thermal plant,38.6,0.9886780779369204,0.09051341085448386
C,Thermal plant,38.800000000000004,0.9870523140832059,0.09028944810080965
C,Thermal plant,39.0,0.9854305350145449,0.09006659094041058
C,Thermal plant,39.2,0.9838127410712519,0.08984483120679339
C,Thermal plant,39.400000000000006,0.9821989322984999,0.08962416081369655
C,Thermal plant,39.6,0.9805891084535047,0.0894045717541076
C,Thermal plant,39.800000000000004,0.9789832690125457,0.0891860560992943
C,Thermal plant,40.0,0.9773814131778398,0.08896860599785081
C,Thermal plant,40.2,0.9757835398842571,0.08875221367475686
C,Thermal plant,40.400000000000006,0.9741896478058969,0.08853687143045141
C,Thermal plant,40.6,0.9725997353625155,0.08832257163991922
C,Thermal plant,40.800000000000004,0.9710138007258144,0.08810930675179092
C,Thermal plant,41.0,0.9694318418255921,0.08789706928745601
C,Thermal plant,41.2,0.9678538563557607,0.08768585184018868
C,Thermal plant,41.400000000000006,0.9662798417802336,0.08747564707428614
C,Thermal plant,41.6,0.9647097953386803,0.08726644772421939
C,Thermal plant,41.800000000000004,0.963143714052161,0.08705824659379612
C,Thermal plant,42.0,0.9615815947286361,0.08685103655533553
C,Thermal plant,42.2,0.9600234339683551,0.086644810548855
C,Thermal plant,42.400000000000006,0.9584692281691297,0.0864395615812681
C,Thermal plant,42.6,0.9569189735314926,0.08623528272559432
C,Thermal plant,42.800000000000004,0.9553726660637438,0.08603196712017964
C,Thermal plant,43.0,0.9538303015868862,0.08582960796792832
C,Thermal plant,43.2,0.9522918757394558,0.08562819853554543
C,Thermal plant,43.400000000000006,0.9507573839822474,0.08542773215278993
C,Thermal plant,43.6,0.9492268216029355,0.08522820221173846
C,Thermal plant,43.800000000000004,0.9477001837205978,0.08502960216605915
C,Thermal plant,44.0,0.9461774652901388,0.08483192553029574
C,Thermal plant,44.2,0.944658661106619,0.08463516587916156
C,Thermal plant,44.400000000000006,0.94314376580949,0.08443931684684343
C,Thermal plant,44.6,0.9416327738867359,0.08424437212631504
C,Thermal plant,44.800000000000004,0.9401256796789293,0.08405032546865994
C,Thermal plant,45.0,0.9386224773831963,0.0838571706824039
C,Thermal plant,45.2,0.9371231610570967,0.0836649016328563
C,Thermal plant,45.400000000000006,0.935627724622419,0.08347351224146064
C,Thermal plant,45.6,0.9341361618688984,0.08328299648515405
C,Thermal plant,45.800000000000004,0.9326484664578464,0.08309334839573537
C,Thermal plant,46.0,0.9311646319257096,0.08290456205924195
C,Thermal plant,46.2,0.9296846516875469,0.08271663161533485
C,Thermal plant,46.400000000000006,0.9282085190404331,0.08252955125669258
C,Thermal plant,46.6,0.9267362271667903,0.08234331522841279
C,Thermal plant,46.800000000000004,0.925267769137644,0.08215791782742209
C,Thermal plant,47.0,0.923803137915812,0.08197335340189413
C,Thermal plant,47.2,0.9223423263590234,0.08178961635067494
C,Thermal plant,47.400000000000006,0.92088532722297,0.08160670112271667
C,Thermal plant,47.6,0.9194321331642915,0.08142460221651825
C,Thermal plant,47.800000000000004,0.9179827367434976,0.08124331417957399
C,Thermal plant,48.0,0.9165371304278241,0.08106283160782929
C,Thermal plant,48.2,0.9150953065940312,0.08088314914514369
C,Thermal plant,48.400000000000006,0.913657257531138,0.08070426148276101
